animal_id,outcome_time,date_of_birth,outcome_gender,outcome_age,animal_stay,intake_time,found_location,intake_type,intake_condition,animal_type,intake_gender,intake_age,breed,color,stay_duration,spay_neuter,repeat
A531278,2019-06-04,2008-04-19,Intact Male,132.0,A531278-2,2019-05-30,15520 Sarahs Creek in Travis (TX),Stray,Normal,Dog,Intact Male,132.0,Pit Bull,Gray/White,5,0,1
A531317,2017-09-17,2007-06-20,Neutered Male,120.0,A531317-1,2017-09-08,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,120.0,Pit Bull Mix,Black/White,9,0,1
A531317,2018-05-18,2007-06-20,Neutered Male,120.0,A531317-2,2017-09-19,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,120.0,Pit Bull Mix,Black/White,241,0,1
A531698,2015-03-24,2003-12-27,Spayed Female,132.0,A531698-1,2015-03-23,2347 Douglas St in Austin (TX),Stray,Normal,Dog,Spayed Female,132.0,Toy Poodle Mix,White,1,0,1
A532351,2014-02-21,2008-06-06,Spayed Female,60.0,A532351-1,2014-02-20,7020 Grand Canyon Dr in Austin (TX),Stray,Normal,Dog,Spayed Female,60.0,Toy Poodle,Gray/Black,1,0,1
A532351,2015-01-12,2008-06-06,Spayed Female,72.0,A532351-2,2015-01-09,E 9Th St And Concho St in Austin (TX),Stray,Normal,Dog,Spayed Female,72.0,Toy Poodle,Gray/Black,3,0,1
A533243,2016-12-20,2008-07-15,Neutered Male,96.0,A533243-1,2016-12-20,Vargas Rd And Santos St in Austin (TX),Stray,Normal,Dog,Neutered Male,96.0,Labrador Retriever/Pit Bull,Chocolate,0,0,1
A533243,2018-02-13,2008-07-15,Neutered Male,108.0,A533243-2,2017-02-24,Riverside Dr And Montopolis Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,96.0,Labrador Retriever/Pit Bull,Chocolate,354,0,1
A533602,2014-10-08,2007-01-22,Spayed Female,84.0,A533602-1,2014-10-08,S 5Th St & W Johanna St in Austin (TX),Stray,Normal,Dog,Spayed Female,84.0,Labrador Retriever Mix,Buff,0,0,1
A534623,2014-06-26,2008-12-17,Spayed Female,60.0,A534623-1,2014-06-25,Brodie Ln & Alexandria Dr in Austin (TX),Stray,Normal,Dog,Spayed Female,60.0,German Shepherd Mix,Black/Tan,1,0,1
A534623,2015-05-27,2008-12-17,Spayed Female,72.0,A534623-2,2015-05-09,Geoffs And Marshitas Way in Austin (TX),Stray,Normal,Dog,Spayed Female,72.0,German Shepherd Mix,Black/Tan,18,0,1
A535012,2014-09-08,2007-02-10,Neutered Male,84.0,A535012-1,2014-08-29,Austin (TX),Public Assist,Normal,Dog,Neutered Male,84.0,Chow Chow Mix,Black,10,0,1
A535492,2018-03-19,2008-12-13,Spayed Female,108.0,A535492-1,2018-02-19,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,108.0,Domestic Shorthair Mix,Brown Tabby,28,0,1
A537127,2015-11-20,2007-03-09,Neutered Male,96.0,A537127-2,2015-11-21,1St & Matthews in Austin (TX),Stray,Injured,Dog,Neutered Male,96.0,Miniature Poodle Mix,Chocolate,0,0,1
A538102,2021-02-11,2008-03-20,Neutered Male,144.0,A538102-1,2021-02-04,91 Rainy Street in Austin (TX),Public Assist,Normal,Dog,Neutered Male,144.0,Miniature Schnauzer/Miniature Poodle,Black,7,0,1
A538370,2016-03-04,2008-11-14,Spayed Female,84.0,A538370-1,2016-02-14,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,84.0,Domestic Shorthair Mix,Blue,19,0,1
A538370,2016-04-22,2008-11-14,Spayed Female,84.0,A538370-2,2016-03-27,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,84.0,Domestic Shorthair Mix,Blue,26,0,1
A538454,2015-08-03,2007-03-24,Spayed Female,96.0,A538454-1,2015-06-06,Austin (TX),Stray,Injured,Dog,Spayed Female,96.0,Boston Terrier,Black/White,58,0,1
A540861,2019-05-11,2007-04-19,Neutered Male,144.0,A540861-1,2019-05-10,Decker Lane in Austin (TX),Stray,Normal,Dog,Neutered Male,144.0,Pembroke Welsh Corgi,Tricolor,1,0,1
A541607,2016-12-20,2009-01-30,Spayed Female,84.0,A541607-1,2016-12-19,Justin Ln in Austin (TX),Stray,Normal,Dog,Spayed Female,84.0,Catahoula Mix,Brown,1,0,1
A541607,2019-05-07,2009-01-30,Spayed Female,120.0,A541607-2,2019-05-06,Arroyo Seco And Burnet in Austin (TX),Stray,Normal,Dog,Spayed Female,120.0,Catahoula Mix,Brown,1,0,1
A543040,2017-06-21,2009-03-22,Neutered Male,96.0,A543040-1,2017-06-14,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,96.0,Domestic Longhair Mix,Brown Tabby/White,7,0,1
A543073,2015-05-09,2005-05-15,Spayed Female,108.0,A543073-1,2015-04-28,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,108.0,Chihuahua Shorthair,Brown,11,0,1
A543073,2015-05-11,2005-05-15,Spayed Female,108.0,A543073-2,2015-05-11,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,108.0,Chihuahua Shorthair,Brown,0,0,1
A544109,2014-10-17,2008-02-13,Spayed Female,72.0,A544109-1,2014-10-12,4434 Frontier in Austin (TX),Stray,Normal,Dog,Spayed Female,72.0,Pit Bull,Brown Brindle/White,5,0,1
A544464,2016-05-16,2007-12-24,Spayed Female,96.0,A544464-1,2016-05-15,Slaughter Ln And Manchaca Rd in Austin (TX),Stray,Normal,Dog,Spayed Female,96.0,Chihuahua Shorthair Mix,Tan/White,1,0,1
A545644,2014-06-19,2007-06-05,Neutered Male,84.0,A545644-1,2014-06-12,1705 Melissa Oaks Ln in Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,84.0,Miniature Pinscher,Chocolate/Tan,7,0,1
A545644,2017-12-17,2007-06-05,Neutered Male,120.0,A545644-2,2017-12-11,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,120.0,Miniature Pinscher,Chocolate/Tan,6,0,1
A547015,2014-10-08,2008-06-19,Neutered Male,72.0,A547015-1,2014-09-30,5200 Block Of Woodland Oaks Ct in Austin (TX),Stray,Normal,Dog,Intact Male,72.0,Pekingese,Gold,8,1,1
A547090,2017-10-23,2008-12-19,Spayed Female,96.0,A547090-1,2017-10-23,Gonzales And Pleasant Valley in Austin (TX),Stray,Normal,Dog,Spayed Female,96.0,Boxer,Brown/White,0,0,1
A547090,2017-12-26,2008-12-19,Spayed Female,108.0,A547090-2,2017-12-26,Chicon Street And East 7Th in Austin (TX),Stray,Normal,Dog,Spayed Female,108.0,Boxer,Brown/White,0,0,1
A547090,2018-02-07,2008-12-19,Spayed Female,108.0,A547090-3,2018-02-07,7Th Street And Pleasant Valley in Austin (TX),Stray,Normal,Dog,Spayed Female,108.0,Boxer,Brown/White,0,0,1
A548154,2014-02-13,2008-07-29,Spayed Female,60.0,A548154-1,2014-02-12,Slaughter Lane & Manchaca Road in Austin (TX),Stray,Normal,Dog,Spayed Female,60.0,Pit Bull Mix,Tan,1,0,1
A548154,2014-02-25,2008-07-29,Spayed Female,60.0,A548154-2,2014-02-23,Merchants Tale Ln And Canterbury Tales Ln in Austin (TX),Stray,Normal,Dog,Spayed Female,60.0,Pit Bull Mix,Tan,2,0,1
A548154,2014-05-19,2008-07-29,Spayed Female,60.0,A548154-3,2014-05-19,6614 Hergotz Ln in Austin (TX),Stray,Normal,Dog,Spayed Female,60.0,Pit Bull Mix,Tan,0,0,1
A548156,2014-02-13,2008-07-29,Neutered Male,60.0,A548156-1,2014-02-12,Slaughter Lane & Manchaca Road in Austin (TX),Stray,Normal,Dog,Neutered Male,60.0,Pit Bull Mix,Blue/White,1,0,1
A548247,2016-09-16,2001-06-30,Neutered Male,180.0,A548247-1,2016-09-16,Ross Rd And Pearce Ln in Travis (TX),Stray,Normal,Dog,Neutered Male,180.0,Chihuahua Shorthair Mix,Tan,0,0,1
A548247,2017-05-26,2001-06-30,Neutered Male,180.0,A548247-2,2017-05-26,Panadero And Thaxton in Austin (TX),Stray,Normal,Dog,Neutered Male,180.0,Chihuahua Shorthair Mix,Tan,0,0,1
A548247,2017-06-04,2001-06-30,Neutered Male,180.0,A548247-3,2017-06-01,Thaxton And Panadero in Austin (TX),Stray,Normal,Dog,Neutered Male,180.0,Chihuahua Shorthair Mix,Tan,3,0,1
A549098,2014-03-08,2008-07-10,Spayed Female,60.0,A549098-1,2014-03-07,8700 Research in Austin (TX),Public Assist,Normal,Dog,Spayed Female,60.0,Pit Bull/Labrador Retriever,Red,1,0,1
A549098,2014-12-20,2008-07-10,Spayed Female,72.0,A549098-2,2014-12-19,8700 Research Blvd in Austin (TX),Public Assist,Normal,Dog,Spayed Female,72.0,Pit Bull/Labrador Retriever,Red,1,0,1
A549167,2013-10-27,2008-07-10,Spayed Female,60.0,A549167-1,2013-10-05,Williamson (TX),Owner Surrender,Normal,Dog,Spayed Female,60.0,Great Pyrenees/Border Collie,White/Black,22,0,1
A549167,2014-08-29,2008-07-10,Spayed Female,72.0,A549167-2,2014-08-29,High Sierra/Carriage Hills in Manor (TX),Stray,Normal,Dog,Spayed Female,72.0,Great Pyrenees/Border Collie,White/Black,0,0,1
A549214,2013-12-15,2003-12-04,Spayed Female,120.0,A549214-1,2013-12-02,William Cannon And Manchac in Austin (TX),Stray,Normal,Dog,Spayed Female,120.0,Pit Bull Mix,Brown,13,0,1
A549282,2016-05-30,2008-12-12,Neutered Male,84.0,A549282-1,2015-11-07,8501 Dittmar Oaks in Austin (TX),Stray,Normal,Dog,Neutered Male,72.0,Pit Bull,Brown Brindle/White,205,0,1
A550924,2016-09-22,2008-07-30,Neutered Male,96.0,A550924-1,2016-09-07,6011 Pino in Austin (TX),Stray,Normal,Dog,Neutered Male,96.0,Chihuahua Shorthair,Brown,15,0,1
A551371,2018-04-30,2006-08-04,Neutered Male,132.0,A551371-1,2018-04-30,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,132.0,Boston Terrier,Black/White,0,0,1
A551384,2014-10-12,2009-05-05,Neutered Male,60.0,A551384-1,2014-10-07,2009 West Loop #B in Austin (TX),Public Assist,Normal,Dog,Neutered Male,60.0,Basenji Mix,Red/White,5,0,1
A551384,2017-09-10,2009-05-05,Neutered Male,96.0,A551384-2,2017-06-12,2009 West Loop in Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,96.0,Basenji Mix,Red/White,90,0,1
A552059,2014-08-07,2009-04-12,Spayed Female,60.0,A552059-1,2014-08-07,620/Bee Caves in Austin (TX),Stray,Normal,Dog,Spayed Female,60.0,Labrador Retriever Mix,Tan/White,0,0,1
A552796,2015-12-06,2007-08-21,Neutered Male,96.0,A552796-1,2015-04-08,12512 La Paz in Del Valle (TX),Stray,Normal,Dog,Neutered Male,84.0,Pit Bull Mix,Black/White,242,0,1
A554047,2015-05-12,2009-07-08,Neutered Male,60.0,A554047-1,2015-05-11,2508 Wheless Ln in Austin (TX),Stray,Injured,Dog,Neutered Male,60.0,Pit Bull Mix,Brown/White,1,0,1
A554047,2016-05-26,2009-07-08,Neutered Male,72.0,A554047-2,2016-05-14,Rogge Dr And Chadwyck Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,72.0,Pit Bull Mix,Brown/White,12,0,1
A554047,2016-07-06,2009-07-08,Neutered Male,84.0,A554047-3,2016-05-26,3100 Rogge in Austin (TX),Stray,Normal,Dog,Neutered Male,72.0,Pit Bull Mix,Brown/White,41,0,1
A554462,2015-11-17,2009-02-05,Neutered Male,72.0,A554462-1,2015-11-06,2800 Lyons Rd in Austin (TX),Stray,Normal,Dog,Neutered Male,72.0,Maltese Mix,White,11,0,1
A554462,2017-11-06,2009-02-05,Neutered Male,96.0,A554462-2,2017-10-26,Austin (TX),Public Assist,Normal,Dog,Neutered Male,96.0,Maltese Mix,White,11,0,1
A554865,2014-12-31,2008-09-08,Neutered Male,72.0,A554865-1,2014-12-27,Perry St And Lux in Austin (TX),Stray,Normal,Dog,Neutered Male,72.0,Chihuahua Shorthair,White,4,0,1
A554865,2015-01-12,2008-09-08,Neutered Male,72.0,A554865-2,2015-01-11,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,72.0,Chihuahua Shorthair,White,1,0,1
A555413,2015-06-04,2007-05-18,Neutered Male,96.0,A555413-1,2015-06-04,3700 Manchaca Rd in Austin (TX),Stray,Normal,Dog,Neutered Male,96.0,Dachshund Mix,Brown,0,0,1
A555413,2016-10-14,2007-05-18,Neutered Male,108.0,A555413-2,2016-10-13,3707 Manchaca Rd in Austin (TX),Stray,Normal,Dog,Neutered Male,108.0,Dachshund Mix,Brown,1,0,1
A557260,2014-12-17,2004-10-02,Neutered Male,120.0,A557260-1,2014-12-12,407 Meadow Lea Dr in Austin (TX),Public Assist,Normal,Dog,Neutered Male,120.0,Rat Terrier Mix,White/Tan,5,0,1
A557260,2018-12-12,2004-10-02,Neutered Male,168.0,A557260-2,2018-08-24,303 Tawny Drive in Austin (TX),Public Assist,Normal,Dog,Neutered Male,156.0,Rat Terrier Mix,White/Tan,110,0,1
A557260,2019-06-03,2004-10-02,Neutered Male,168.0,A557260-3,2018-11-27,3600 Presidential Blvd in Austin (TX),Public Assist,Normal,Dog,Neutered Male,168.0,Rat Terrier Mix,White/Tan,188,0,1
A557678,2014-08-15,2006-10-06,Spayed Female,84.0,A557678-1,2014-08-04,11405 Darrin Ln in Travis (TX),Stray,Normal,Dog,Spayed Female,84.0,Chihuahua Shorthair Mix,White/Tan,11,0,1
A558033,2014-06-22,2005-10-09,Neutered Male,96.0,A558033-1,2014-02-23,Brackenridge & Outfitter Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,96.0,Labrador Retriever/American Pit Bull Terrier,Red/White,119,0,1
A558033,2014-10-25,2005-10-09,Neutered Male,108.0,A558033-2,2014-10-25,Outside Jurisdiction,Stray,Normal,Dog,Neutered Male,108.0,Labrador Retriever/American Pit Bull Terrier,Red/White,0,0,1
A558438,2014-03-25,2008-12-19,Spayed Female,60.0,A558438-1,2014-02-06,3400 S Congress Ave in Austin (TX),Stray,Normal,Dog,Spayed Female,60.0,Chinese Sharpei Mix,Tan/White,47,0,1
A558438,2014-04-09,2008-12-19,Spayed Female,60.0,A558438-2,2014-03-29,Austin (TX),Public Assist,Normal,Dog,Spayed Female,60.0,Chinese Sharpei Mix,Tan/White,11,0,1
A558566,2014-04-28,2009-05-15,Spayed Female,48.0,A558566-1,2014-04-18,Del Valle (TX),Public Assist,Normal,Dog,Spayed Female,48.0,German Shepherd Mix,Tan/Black,10,0,1
A558566,2014-11-05,2009-05-15,Spayed Female,60.0,A558566-2,2014-10-25,14950 Swiss Dr in Travis (TX),Public Assist,Normal,Dog,Spayed Female,60.0,German Shepherd Mix,Tan/Black,11,0,1
A559229,2015-12-01,2007-04-29,Neutered Male,96.0,A559229-1,2015-11-30,2702 E Cesar Chavez St in Austin (TX),Stray,Normal,Dog,Neutered Male,96.0,Labrador Retriever/Rottweiler,Chocolate/Tan,1,0,1
A559229,2016-10-28,2007-04-29,Neutered Male,108.0,A559229-2,2016-10-11,Slaughter Ln in Austin (TX),Stray,Injured,Dog,Neutered Male,108.0,Labrador Retriever/Rottweiler,Chocolate/Tan,17,0,1
A559229,2017-08-03,2007-04-29,Neutered Male,120.0,A559229-3,2017-08-02,W Slaughter Lane in Austin (TX),Stray,Normal,Dog,Neutered Male,120.0,Labrador Retriever/Rottweiler,Chocolate/Tan,1,0,1
A559953,2017-09-05,2004-10-31,Spayed Female,144.0,A559953-2,2017-01-21,1411 Lance Way in Austin (TX),Stray,Normal,Dog,Spayed Female,144.0,Labrador Retriever Mix,Black,227,0,1
A560007,2014-06-01,2007-10-31,Neutered Male,72.0,A560007-1,2014-05-31,7710 Hardy Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,72.0,Miniature Schnauzer,Gray,1,0,1
A560007,2017-03-21,2007-10-31,Neutered Male,108.0,A560007-2,2017-03-20,11408 Toledo Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,108.0,Miniature Schnauzer,Gray,1,0,1
A561425,2016-07-21,2006-11-22,Neutered Male,108.0,A561425-1,2016-07-21,South Lamar & Panther St in Austin (TX),Stray,Normal,Dog,Neutered Male,108.0,Dachshund/Beagle,Tricolor,0,0,1
A561425,2017-03-05,2006-11-22,Neutered Male,120.0,A561425-2,2017-03-05,Barton Hills Dr & 4 Oaks Ln in Austin (TX),Stray,Normal,Dog,Neutered Male,120.0,Dachshund/Beagle,Tricolor,0,0,1
A561806,2017-06-05,2008-11-30,Spayed Female,96.0,A561806-1,2017-06-05,2002 Nightview in Austin (TX),Stray,Normal,Dog,Spayed Female,96.0,Pit Bull Mix,Brown Brindle/White,0,0,1
A561806,2017-06-05,2008-11-30,Spayed Female,96.0,A561806-2,2017-06-05,2002 Nightview in Austin (TX),Stray,Normal,Dog,Spayed Female,96.0,Pit Bull Mix,Brown Brindle/White,0,0,1
A561853,2014-01-13,2007-11-30,Neutered Male,72.0,A561853-1,2014-01-12,14201 Vandever St in Austin (TX),Stray,Normal,Dog,Neutered Male,72.0,Pit Bull Mix,White/Brown Brindle,1,0,1
A561853,2017-04-13,2007-11-30,Neutered Male,108.0,A561853-2,2017-04-13,General Williamson Drive in Austin (TX),Stray,Normal,Dog,Neutered Male,108.0,Pit Bull Mix,White/Brown Brindle,0,0,1
A561853,2017-04-18,2007-11-30,Neutered Male,108.0,A561853-3,2017-04-18,General Williamson Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,108.0,Pit Bull Mix,White/Brown Brindle,0,0,1
A562836,2015-03-02,2009-04-13,Spayed Female,60.0,A562836-1,2015-02-20,1115 E 3Rd in Austin (TX),Public Assist,Normal,Dog,Spayed Female,60.0,Rottweiler Mix,Black/Brown,10,0,1
A562836,2017-03-23,2009-04-13,Spayed Female,84.0,A562836-2,2017-03-15,1115 E 3Rd St in Austin (TX),Stray,Normal,Dog,Spayed Female,84.0,Rottweiler Mix,Black/Brown,8,0,1
A562836,2017-12-24,2009-04-13,Spayed Female,96.0,A562836-3,2017-12-16,Austin (TX),Public Assist,Normal,Dog,Spayed Female,96.0,Rottweiler Mix,Black/Brown,8,0,1
A562836,2018-11-06,2009-04-13,Spayed Female,108.0,A562836-4,2018-10-31,1117 E 3Rd in Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,108.0,Rottweiler Mix,Black/Brown,6,0,1
A563065,2017-08-12,2009-09-27,Spayed Female,84.0,A563065-1,2017-08-06,Hwy 183 And Payton Gin in Austin (TX),Stray,Normal,Dog,Spayed Female,84.0,Parson Russell Terrier/Chihuahua Shorthair,White/Buff,6,0,1
A563384,2018-02-26,2009-11-13,Spayed Female,96.0,A563384-1,2018-02-24,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,96.0,Border Collie/Bernese Mountain Dog,Tricolor,2,0,1
A563384,2018-04-16,2009-11-13,Spayed Female,96.0,A563384-2,2018-02-26,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,96.0,Border Collie/Bernese Mountain Dog,Tricolor,49,0,1
A563400,2014-02-06,2008-09-22,Neutered Male,60.0,A563400-1,2014-01-27,2010 Kirksey Dr #D in Austin (TX),Stray,Normal,Cat,Neutered Male,60.0,Domestic Shorthair Mix,Orange Tabby,10,0,1
A563400,2014-02-26,2008-09-22,Neutered Male,60.0,A563400-2,2014-02-24,5504 Manor in Austin (TX),Public Assist,Normal,Cat,Neutered Male,60.0,Domestic Shorthair Mix,Orange Tabby,2,0,1
A563725,2015-12-12,2009-11-25,Neutered Male,72.0,A563725-1,2015-12-10,Barton Hills Dr And 4 Oaks Ln in Austin (TX),Stray,Normal,Dog,Neutered Male,72.0,Labrador Retriever/Great Pyrenees,White/Brown,2,0,1
A563725,2019-08-02,2009-11-25,Neutered Male,108.0,A563725-2,2019-07-30,2100 Barton Springs in Austin (TX),Stray,Normal,Dog,Neutered Male,108.0,Labrador Retriever/Great Pyrenees,White/Brown,3,0,1
A564596,2016-08-22,2008-01-11,Neutered Male,96.0,A564596-1,2016-08-21,Walnut Ave & Hargrave St in Austin (TX),Stray,Normal,Dog,Neutered Male,96.0,Bichon Frise Mix,White,1,0,1
A564596,2017-04-29,2008-01-11,Neutered Male,108.0,A564596-2,2017-04-29,Walnut Ave & Hargrave St in Austin (TX),Stray,Normal,Dog,Neutered Male,108.0,Bichon Frise Mix,White,0,0,1
A565096,2016-01-25,2008-01-20,Neutered Male,96.0,A565096-1,2016-01-15,614 S 1St St #133 in Austin (TX),Stray,Normal,Cat,Neutered Male,84.0,Domestic Longhair Mix,Black/White,10,0,1
A565536,2017-12-21,2009-06-26,Spayed Female,96.0,A565536-1,2017-05-23,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,84.0,Domestic Longhair Mix,Brown Tabby,212,0,1
A565694,2018-01-11,2009-01-28,Neutered Male,96.0,A565694-1,2017-12-16,8814 Tallwood Dr in Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,96.0,Beagle Mix,Tan,26,0,1
A565694,2018-04-27,2009-01-28,Neutered Male,108.0,A565694-2,2018-03-27,1000 Barton Springs Road in Austin (TX),Stray,Normal,Dog,Neutered Male,108.0,Beagle Mix,Tan,31,0,1
A565694,2018-05-25,2009-01-28,Neutered Male,108.0,A565694-3,2018-04-22,1000 Cumberland Rd in Austin (TX),Public Assist,Normal,Dog,Neutered Male,108.0,Beagle Mix,Tan,33,0,1
A565694,2018-07-28,2009-01-28,Neutered Male,108.0,A565694-4,2018-05-12,9420 N Ih35 Svrd in Austin (TX),Public Assist,Normal,Dog,Neutered Male,108.0,Beagle Mix,Tan,77,0,1
A566493,2017-03-29,2009-02-11,Neutered Male,96.0,A566493-1,2017-03-26,701 E Ben White in Austin (TX),Public Assist,Normal,Dog,Neutered Male,96.0,Labrador Retriever/Mastiff,Cream/Yellow,3,0,1
A566568,2018-10-12,2009-02-12,Neutered Male,108.0,A566568-1,2018-03-21,14000 Graef Rd in Travis (TX),Stray,Normal,Dog,Neutered Male,108.0,Harrier Mix,Brown/Black,205,0,1
A566568,2018-12-29,2009-02-12,Neutered Male,108.0,A566568-2,2018-12-27,7001 Boyle Drive in Austin (TX),Stray,Normal,Dog,Neutered Male,108.0,Harrier Mix,Brown/Black,2,0,1
A566568,2019-02-23,2009-02-12,Neutered Male,120.0,A566568-3,2019-01-19,7109 Boyle Drive in Austin (TX),Stray,Normal,Dog,Neutered Male,108.0,Harrier Mix,Brown/Black,35,0,1
A566868,2014-01-23,2013-03-24,Intact Female,10.0,A566868-1,2014-01-20,6717 Tulsa Cv in Austin (TX),Public Assist,Normal,Dog,Intact Female,9.0,Pit Bull Mix,Brown/White,3,0,1
A566868,2014-02-24,2013-03-24,Intact Female,11.0,A566868-2,2014-02-23,3300 Loyola Ln in Austin (TX),Stray,Normal,Dog,Intact Female,11.0,Pit Bull Mix,Brown/White,1,0,1
A566868,2014-09-26,2013-03-24,Spayed Female,12.0,A566868-3,2014-09-23,6917 Tulsa Cv in Austin (TX),Stray,Normal,Dog,Intact Female,12.0,Pit Bull Mix,Brown/White,3,1,1
A566868,2017-03-04,2013-03-24,Spayed Female,36.0,A566868-4,2017-03-02,S Hwy 183 And Von Quintus Rd in Austin (TX),Stray,Normal,Dog,Spayed Female,36.0,Pit Bull Mix,Brown/White,2,0,1
A567219,2015-03-22,2007-02-22,Neutered Male,96.0,A567219-1,2015-03-21,Chicon & East 3Rd Street in Austin (TX),Stray,Normal,Dog,Neutered Male,96.0,Labrador Retriever Mix,Chocolate,1,0,1
A567219,2015-08-31,2007-02-22,Neutered Male,96.0,A567219-2,2015-08-31,Martinez & E 6Th in Austin (TX),Stray,Normal,Dog,Neutered Male,96.0,Labrador Retriever Mix,Chocolate,0,0,1
A567219,2016-04-18,2007-02-22,Neutered Male,108.0,A567219-3,2016-04-11,Bluff Springs in Austin (TX),Public Assist,Normal,Dog,Neutered Male,108.0,Labrador Retriever Mix,Chocolate,7,0,1
A568084,2014-10-06,2009-10-08,Spayed Female,48.0,A568084-1,2014-10-04,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,48.0,Chihuahua Shorthair Mix,Tricolor,2,0,1
A568084,2018-04-21,2009-10-08,Spayed Female,96.0,A568084-2,2018-04-18,5445 West Us Highway 290 Service Road in Austin (TX),Stray,Normal,Dog,Spayed Female,96.0,Chihuahua Shorthair Mix,Tricolor,3,0,1
A568123,2015-08-26,2009-12-29,Neutered Male,60.0,A568123-1,2015-08-14,Austin (TX),Public Assist,Normal,Dog,Neutered Male,60.0,Chihuahua Shorthair Mix,Black/Tan,12,0,1
A568123,2016-01-08,2009-12-29,Neutered Male,72.0,A568123-2,2015-12-26,2404 Marcus Abrams Blvd in Austin (TX),Stray,Normal,Dog,Neutered Male,60.0,Chihuahua Shorthair Mix,Black/Tan,13,0,1
A568123,2016-05-31,2009-12-29,Neutered Male,72.0,A568123-3,2016-05-25,2404 Marcus Abrams Blvd in Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,72.0,Chihuahua Shorthair Mix,Black/Tan,6,0,1
A568525,2017-09-02,2010-01-08,Spayed Female,84.0,A568525-1,2017-08-07,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,84.0,Domestic Shorthair Mix,Black/White,26,0,1
A568525,2017-09-26,2010-01-08,Spayed Female,84.0,A568525-2,2017-09-02,Outside Jurisdiction,Owner Surrender,Normal,Cat,Spayed Female,84.0,Domestic Shorthair Mix,Black/White,24,0,1
A569887,2016-03-13,2009-03-31,Neutered Male,72.0,A569887-1,2015-10-24,12700 Gregg Manor Rd in Manor (TX),Stray,Normal,Dog,Neutered Male,72.0,Wirehaired Pointing Griffon Mix,Gray/Black,141,0,1
A569888,2013-10-21,2008-03-31,Neutered Male,60.0,A569888-1,2013-10-21,7Th And Tillery in Austin (TX),Stray,Normal,Dog,Neutered Male,60.0,Alaskan Husky Mix,Gray/White,0,0,1
