animal_id,outcome_time,date_of_birth,outcome_gender,outcome_age,animal_stay,intake_time,found_location,intake_type,intake_condition,animal_type,intake_gender,intake_age,breed,color,stay_duration,spay_neuter,repeat
A710601,2016-03-29,2012-08-25,Spayed Female,36.0,A710601-1,2016-03-21,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,36.0,Labrador Retriever Mix,Brown/White,8,0,1
A710601,2016-04-21,2012-08-25,Spayed Female,36.0,A710601-2,2016-04-13,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,36.0,Labrador Retriever Mix,Brown/White,8,0,1
A710633,2022-08-23,2013-08-25,Spayed Female,108.0,A710633-3,2022-01-12,2142 East 7Th Street in Austin (TX),Public Assist,Normal,Dog,Spayed Female,96.0,Pit Bull Mix,Blue/White,223,0,1
A710702,2015-08-27,2013-08-26,Spayed Female,24.0,A710702-1,2015-08-26,8405 Danville in Austin (TX),Stray,Normal,Dog,Intact Female,24.0,Pit Bull Mix,Red/White,1,1,1
A710702,2016-03-01,2013-08-26,Spayed Female,24.0,A710702-2,2016-01-22,4413 Nixon Dr in Austin (TX),Stray,Normal,Dog,Spayed Female,24.0,Pit Bull Mix,Red/White,39,0,1
A710724,2015-08-30,2012-08-26,Intact Male,36.0,A710724-1,2015-08-26,Mimebark Way & Delta Coast in Austin (TX),Stray,Normal,Dog,Intact Male,36.0,Miniature Poodle Mix,White,4,0,1
A710724,2015-09-16,2012-08-26,Neutered Male,36.0,A710724-2,2015-09-15,Austin (TX),Public Assist,Normal,Dog,Intact Male,36.0,Miniature Poodle Mix,White,1,1,1
A710731,2015-09-10,2015-03-26,Intact Male,5.0,A710731-1,2015-08-26,1071 Clayton Ln in Austin (TX),Stray,Normal,Dog,Intact Male,5.0,Pit Bull Mix,White/Black,15,0,1
A710731,2016-03-11,2015-03-26,Neutered Male,11.0,A710731-2,2016-02-15,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,10.0,Pit Bull Mix,White/Black,25,1,1
A710738,2015-11-01,2015-08-24,Spayed Female,2.0,A710738-1,2015-08-27,7201 Levander Loop/Born In Shelter in Austin (TX),Stray,Nursing,Cat,Intact Female,0.1,Domestic Shorthair Mix,Blue Tabby,66,1,1
A710745,2015-08-31,2015-05-01,Spayed Female,4.0,A710745-1,2015-08-27,5411 Overbrook Dr in Austin (TX),Stray,Normal,Dog,Intact Female,3.0,Rat Terrier Mix,Black/White,4,1,1
A710745,2015-09-10,2015-05-01,Spayed Female,4.0,A710745-2,2015-09-06,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,4.0,Rat Terrier Mix,Black/White,4,0,1
A710757,2015-09-04,2014-12-27,Neutered Male,8.0,A710757-1,2015-08-27,4001 N Lamar Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,7.0,Pointer Mix,Tricolor,8,1,1
A710778,2015-10-13,2013-08-27,Neutered Male,24.0,A710778-1,2015-08-27,6513 Hergotz Lane in Austin (TX),Stray,Normal,Dog,Intact Male,24.0,Pit Bull Mix,Tan/White,47,1,1
A710778,2015-10-16,2013-08-27,Neutered Male,24.0,A710778-2,2015-10-15,6514 Wolf Creek in Austin (TX),Stray,Normal,Dog,Neutered Male,24.0,Pit Bull Mix,Tan/White,1,0,1
A710781,2015-10-10,2007-08-27,Spayed Female,96.0,A710781-1,2015-08-27,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,96.0,Domestic Shorthair Mix,Blue/Orange,44,0,1
A710810,2015-10-31,2015-04-01,Spayed Female,7.0,A710810-1,2015-08-28,Colton Bluff And Mckinney Falls in Travis (TX),Stray,Injured,Dog,Intact Female,4.0,Golden Retriever/Collie Rough,Brown/Tan,64,1,1
A710810,2015-11-21,2015-04-01,Spayed Female,7.0,A710810-2,2015-11-16,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,7.0,Golden Retriever/Collie Rough,Brown/Tan,5,0,1
A710816,2015-08-29,2005-08-28,Neutered Male,120.0,A710816-1,2015-08-28,4821 Gerona Dr in Austin (TX),Stray,Injured,Cat,Neutered Male,120.0,Domestic Longhair Mix,Brown Tabby,1,0,1
A710853,2016-01-27,2013-08-29,Neutered Male,24.0,A710853-1,2015-08-29,1306 Clifford Ave in Austin (TX),Public Assist,Normal,Dog,Intact Male,24.0,German Shepherd Mix,Brown,151,1,1
A710856,2015-09-29,2015-03-14,Neutered Male,6.0,A710856-1,2015-08-29,1700 Teri Rd in Austin (TX),Stray,Normal,Dog,Intact Male,5.0,Pit Bull Mix,White/Black,31,1,1
A710856,2016-07-05,2015-03-14,Neutered Male,12.0,A710856-2,2016-07-05,11814 Buzz Schneider Ln in Austin (TX),Stray,Normal,Dog,Neutered Male,12.0,Pit Bull Mix,White/Black,0,0,1
A710865,2015-10-31,2014-08-29,Spayed Female,12.0,A710865-1,2015-10-11,900 Edgecliff Terr in Austin (TX),Public Assist,Normal,Dog,Spayed Female,12.0,Pharaoh Hound Mix,Tan,20,0,1
A710865,2016-08-07,2014-08-29,Spayed Female,12.0,A710865-2,2015-10-31,East Ave And I 35 in Austin (TX),Stray,Normal,Dog,Spayed Female,12.0,Pharaoh Hound Mix,Tan,281,0,1
A710878,2015-10-07,2012-08-29,Spayed Female,36.0,A710878-1,2015-08-29,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,36.0,Domestic Shorthair Mix,Brown Tabby,39,0,1
A710878,2016-07-01,2012-08-29,Spayed Female,36.0,A710878-2,2016-06-23,Airport Blvd And Oak Springs in Austin (TX),Stray,Normal,Cat,Spayed Female,36.0,Domestic Shorthair Mix,Brown Tabby,8,0,1
A710898,2015-12-26,2013-08-29,Neutered Male,24.0,A710898-1,2015-08-29,E Stassney Ln And Palo Blanco Ln in Austin (TX),Stray,Normal,Dog,Neutered Male,24.0,Labrador Retriever Mix,Black,119,0,1
A710898,2016-02-01,2013-08-29,Neutered Male,24.0,A710898-2,2016-01-18,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,24.0,Labrador Retriever Mix,Black,14,0,1
A710932,2015-08-31,2013-08-30,Intact Male,24.0,A710932-1,2015-08-30,9618 Manchaca Rd in Austin (TX),Stray,Normal,Dog,Intact Male,24.0,Chihuahua Shorthair Mix,Tricolor,1,0,1
A710932,2016-07-24,2013-08-30,Neutered Male,24.0,A710932-2,2016-07-23,2813 Castro St in Austin (TX),Stray,Normal,Dog,Intact Male,24.0,Chihuahua Shorthair Mix,Tricolor,1,1,1
A710942,2015-08-31,2015-03-02,Intact Male,5.0,A710942-1,2015-08-30,1735 Rutland Dr #267 in Austin (TX),Stray,Normal,Cat,Intact Male,5.0,Domestic Shorthair Mix,Brown Tabby/White,1,0,1
A710966,2015-09-01,2011-08-31,Neutered Male,48.0,A710966-1,2015-08-31,The Domain  By Ipic in Austin (TX),Stray,Nursing,Cat,Neutered Male,48.0,Domestic Longhair Mix,Orange Tabby,1,0,1
A710966,2015-10-26,2011-08-31,Neutered Male,48.0,A710966-2,2015-10-27,Austin (TX),Owner Surrender,Sick,Cat,Neutered Male,48.0,Domestic Longhair Mix,Orange Tabby,0,0,1
A710972,2015-09-07,2013-08-31,Spayed Female,24.0,A710972-1,2015-08-31,Stassney And Ih-35 in Austin (TX),Stray,Normal,Dog,Spayed Female,24.0,Pit Bull Mix,Black/White,7,0,1
A710972,2015-09-21,2013-08-31,Spayed Female,24.0,A710972-2,2015-09-19,Outside Jurisdiction,Owner Surrender,Sick,Dog,Spayed Female,24.0,Pit Bull Mix,Black/White,2,0,1
A710977,2015-09-13,2014-08-31,Spayed Female,12.0,A710977-1,2015-08-31,4803 Bayside Dr in Austin (TX),Stray,Normal,Dog,Intact Female,12.0,Dachshund Mix,Tan,13,1,1
A711007,2015-11-08,2014-08-31,Spayed Female,12.0,A711007-1,2015-08-31,5701 Johnny Morris in Austin (TX),Stray,Normal,Dog,Intact Female,12.0,Staffordshire Mix,Brown/White,69,1,1
A711018,2016-02-16,2013-03-01,Neutered Male,24.0,A711018-1,2015-08-31,5103 Parrell Path in Austin (TX),Owner Surrender,Normal,Dog,Intact Male,24.0,Australian Cattle Dog Mix,Brown/White,169,1,1
A711055,2015-09-03,2015-06-16,Spayed Female,2.0,A711055-1,2015-09-01,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2.0,Manchester Terrier/Dachshund,Tricolor,2,1,1
A711073,2015-09-08,2015-06-01,Neutered Male,3.0,A711073-1,2015-09-01,124 W Anderson Ln in Austin (TX),Stray,Normal,Cat,Intact Male,3.0,Domestic Shorthair Mix,White/Black,7,1,1
A711073,2015-09-12,2015-06-01,Neutered Male,3.0,A711073-2,2015-09-12,Travis (TX),Owner Surrender,Normal,Cat,Neutered Male,3.0,Domestic Shorthair Mix,White/Black,0,0,1
A711081,2015-09-21,2012-09-01,Neutered Male,36.0,A711081-1,2015-09-01,903 Fieldwood Dr B in Austin (TX),Public Assist,Normal,Dog,Neutered Male,36.0,Boxer Mix,Yellow Brindle,20,0,1
A711081,2016-11-23,2012-09-01,Neutered Male,48.0,A711081-2,2016-11-13,11441 N Ih 35 in Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,48.0,Boxer Mix,Yellow Brindle,10,0,1
A711096,2016-02-11,2012-07-30,Spayed Female,36.0,A711096-1,2015-09-01,4001 Tannehill Ln in Austin (TX),Stray,Normal,Dog,Spayed Female,36.0,American Staffordshire Terrier Mix,Blue/White,163,0,1
A711099,2016-08-22,2013-09-01,Neutered Male,24.0,A711099-1,2015-09-01,9707 Taylor Ln in Travis (TX),Stray,Normal,Dog,Intact Male,24.0,American Bulldog Mix,Brown Brindle/White,356,1,1
A711106,2017-09-26,2009-01-19,Spayed Female,96.0,A711106-1,2017-04-19,5003 Coffee Cup Cv in Austin (TX),Stray,Normal,Dog,Spayed Female,96.0,Labrador Retriever/German Shepherd,Brown/White,160,0,1
A711116,2015-09-07,2015-06-17,Spayed Female,2.0,A711116-1,2015-09-02,13304 Wright Rd in Travis (TX),Stray,Normal,Dog,Intact Female,2.0,Labrador Retriever/Catahoula,Tan/White,5,1,1
A711117,2015-09-06,2015-06-17,Spayed Female,2.0,A711117-1,2015-09-02,13304 Wright Rd in Travis (TX),Stray,Normal,Dog,Intact Female,2.0,Black Mouth Cur/Catahoula,Fawn/Black,4,1,1
A711117,2020-06-24,2015-06-17,Spayed Female,60.0,A711117-2,2020-06-15,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,60.0,Black Mouth Cur/Catahoula,Fawn/Black,9,0,1
A711130,2015-09-13,2013-09-02,Spayed Female,24.0,A711130-1,2015-09-02,6301 W. Slaughter in Austin (TX),Stray,Normal,Dog,Intact Female,24.0,Pit Bull Mix,Blue/White,11,1,1
A711134,2015-09-03,2011-03-12,Neutered Male,48.0,A711134-1,2015-09-02,13229 Coomes Dr in Del Valle (TX),Stray,Normal,Dog,Intact Male,48.0,Dachshund,Tan,1,1,1
A711134,2021-03-15,2011-03-12,Neutered Male,120.0,A711134-2,2021-03-12,Travis (TX),Owner Surrender,Normal,Dog,Neutered Male,120.0,Dachshund,Tan,3,0,1
A711165,2015-12-11,2015-01-02,Spayed Female,11.0,A711165-1,2015-12-01,Ledesma Rd And Springdale Rd in Austin (TX),Stray,Normal,Dog,Intact Female,10.0,Pointer Mix,Black/White,10,1,1
A711168,2015-09-03,2013-09-03,Intact Male,24.0,A711168-1,2015-09-02,S Pleasant Valley And Onion Creek Dr in Austin (TX),Stray,Normal,Dog,Intact Male,12.0,American Pit Bull Terrier Mix,Sable/White,1,0,1
A711168,2019-02-09,2013-09-03,Intact Male,60.0,A711168-2,2019-02-08,Manchaca Road in Austin (TX),Public Assist,Normal,Dog,Intact Male,60.0,American Pit Bull Terrier Mix,Sable/White,1,0,1
A711169,2015-09-03,2013-09-03,Spayed Female,24.0,A711169-1,2015-09-02,S Pleasant Valley And Onion Creek Dr in Austin (TX),Stray,Normal,Dog,Spayed Female,12.0,American Pit Bull Terrier Mix,Fawn/White,1,0,1
A711169,2018-03-15,2013-09-03,Spayed Female,48.0,A711169-2,2018-03-14,414 Thomnpson  Lane in Austin (TX),Stray,Normal,Dog,Spayed Female,48.0,American Pit Bull Terrier Mix,Fawn/White,1,0,1
A711238,2015-09-13,2015-04-09,Neutered Male,5.0,A711238-1,2015-09-09,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,5.0,Cairn Terrier Mix,Black/Brown,4,0,1
A711239,2017-04-27,2003-09-04,Intact Male,156.0,A711239-2,2016-12-17,E 51St St & Bennett Ave in Austin (TX),Stray,Normal,Dog,Intact Male,156.0,Labrador Retriever Mix,Black,131,0,1
A711239,2017-05-31,2003-09-04,Intact Male,156.0,A711239-3,2017-04-25,Airport Blvd And E 53Rd St in Austin (TX),Stray,Normal,Dog,Intact Male,156.0,Labrador Retriever Mix,Black,36,0,1
A711270,2015-09-05,2014-09-04,Spayed Female,12.0,A711270-1,2015-09-04,2302 Bahama Rd in Travis (TX),Stray,Normal,Cat,Spayed Female,12.0,Domestic Medium Hair Mix,Brown Tabby/White,1,0,1
A711357,2015-09-06,2013-09-05,Unknown,24.0,A711357-1,2015-09-05,2602 Lehigh Dr in Austin (TX),Stray,Normal,Cat,Unknown,24.0,Domestic Shorthair Mix,Torbie,1,0,1
A711357,2016-02-21,2013-09-05,Unknown,24.0,A711357-2,2016-02-21,2601 Lehigh Dr in Austin (TX),Stray,Normal,Cat,Unknown,24.0,Domestic Shorthair Mix,Torbie,0,0,1
A711414,2015-09-09,2010-09-06,Neutered Male,60.0,A711414-1,2015-09-06,Serenity Dr And Immanuel Rd in Pflugerville (TX),Stray,Normal,Dog,Neutered Male,60.0,Miniature Poodle Mix,White,3,0,1
A711463,2016-02-03,2015-07-31,Neutered Male,6.0,A711463-1,2016-01-25,2517 Enfield Rd in Austin (TX),Stray,Normal,Cat,Neutered Male,5.0,Domestic Shorthair Mix,Black/White,9,0,1
A711467,2015-12-30,2015-07-23,Neutered Male,5.0,A711467-1,2015-09-07,28Th And West Salado in Austin (TX),Stray,Normal,Cat,Intact Male,1.0,Domestic Shorthair Mix,Black,114,1,1
A711475,2016-06-30,2015-03-07,Spayed Female,12.0,A711475-1,2015-09-07,Travis (TX),Owner Surrender,Normal,Cat,Spayed Female,6.0,Domestic Shorthair Mix,Tortie,297,0,1
A711480,2015-09-09,2015-07-06,Spayed Female,2.0,A711480-1,2015-09-07,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2.0,German Shepherd Mix,Sable,2,1,1
A711480,2015-09-21,2015-07-06,Spayed Female,2.0,A711480-2,2015-09-20,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2.0,German Shepherd Mix,Sable,1,0,1
A711486,2015-10-23,2006-09-07,Neutered Male,108.0,A711486-1,2015-09-07,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,108.0,Domestic Longhair Mix,Black/White,46,0,1
A711486,2015-10-26,2006-09-07,Neutered Male,108.0,A711486-2,2015-10-24,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,108.0,Domestic Longhair Mix,Black/White,2,0,1
A711535,2015-09-23,2014-09-08,Spayed Female,12.0,A711535-1,2015-09-08,7201 Levander Loop in Austin (TX),Stray,Normal,Dog,Intact Female,12.0,Pit Bull Mix,Fawn/White,15,1,1
A711571,2015-12-04,2012-03-09,Neutered Male,36.0,A711571-1,2015-09-09,1806 W Rundberg Ln #112 in Austin (TX),Stray,Sick,Dog,Intact Male,36.0,Border Collie Mix,Black/White,86,1,1
A711575,2015-09-11,2015-08-12,Intact Male,0.92,A711575-1,2015-09-09,Del Valle (TX),Owner Surrender,Normal,Cat,Intact Male,0.92,Domestic Shorthair Mix,Orange Tabby,2,0,1
A711576,2015-09-11,2015-07-25,Intact Male,1.0,A711576-1,2015-09-09,Del Valle (TX),Owner Surrender,Normal,Cat,Intact Male,1.0,Domestic Shorthair Mix,Orange Tabby,2,0,1
A711576,2015-10-07,2015-07-25,Intact Male,2.0,A711576-2,2015-09-25,Del Valle (TX),Owner Surrender,Normal,Cat,Intact Male,2.0,Domestic Shorthair Mix,Orange Tabby,12,0,1
A711577,2015-09-11,2015-08-12,Intact Male,0.92,A711577-1,2015-09-09,Del Valle (TX),Owner Surrender,Normal,Cat,Intact Male,0.92,Domestic Shorthair Mix,Orange Tabby,2,0,1
A711577,2015-10-03,2015-08-12,Intact Male,1.0,A711577-2,2015-09-25,Del Valle (TX),Owner Surrender,Normal,Cat,Intact Male,1.0,Domestic Shorthair Mix,Orange Tabby,8,0,1
A711582,2015-10-17,2014-09-09,Spayed Female,12.0,A711582-1,2015-09-09,6500 Springdale Rd in Austin (TX),Stray,Normal,Dog,Intact Female,12.0,Pit Bull Mix,Black/White,38,1,1
A711582,2015-12-21,2014-09-09,Spayed Female,12.0,A711582-2,2015-11-04,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,12.0,Pit Bull Mix,Black/White,47,0,1
A711583,2015-10-16,2014-09-09,Spayed Female,12.0,A711583-1,2015-09-09,6500 Springdale Rd in Austin (TX),Stray,Normal,Dog,Intact Female,12.0,Pit Bull Mix,Black/White,37,1,1
A711583,2017-09-19,2014-09-09,Spayed Female,36.0,A711583-2,2017-09-19,Canoga And Decker in Austin (TX),Public Assist,Normal,Dog,Spayed Female,36.0,Pit Bull Mix,Black/White,0,0,1
A711597,2015-10-13,2009-09-09,Neutered Male,72.0,A711597-1,2015-09-27,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,72.0,German Shepherd Mix,Sable,16,0,1
A711598,2015-09-19,2014-09-09,Spayed Female,12.0,A711598-1,2015-09-11,Austin (TX),Public Assist,Normal,Dog,Spayed Female,12.0,Chow Chow Mix,Red,8,0,1
A711598,2016-04-15,2014-09-09,Spayed Female,12.0,A711598-2,2016-03-31,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,12.0,Chow Chow Mix,Red,15,0,1
A711602,2015-09-11,2012-09-11,Neutered Male,36.0,A711602-1,2015-09-09,Wickersham And Riverside in Austin (TX),Stray,Normal,Dog,Neutered Male,24.0,Labrador Retriever/Mastiff,Red/White,2,0,1
A711602,2015-11-03,2012-09-11,Neutered Male,36.0,A711602-2,2015-11-03,Pleasant Valley And Oltorf in Austin (TX),Stray,Normal,Dog,Neutered Male,36.0,Labrador Retriever/Mastiff,Red/White,0,0,1
A711602,2015-11-25,2012-09-11,Neutered Male,36.0,A711602-3,2015-11-23,Austin (TX),Stray,Normal,Dog,Neutered Male,36.0,Labrador Retriever/Mastiff,Red/White,2,0,1
A711612,2015-09-10,2011-09-10,Neutered Male,48.0,A711612-1,2015-09-09,2516 W Parmer Ln in Austin (TX),Stray,Normal,Dog,Neutered Male,48.0,Beauceron Mix,Black/Tan,1,0,1
A711612,2016-01-17,2011-09-10,Neutered Male,48.0,A711612-2,2016-01-13,12419 Metric Blvd in Austin (TX),Stray,Normal,Dog,Neutered Male,48.0,Beauceron Mix,Black/Tan,4,0,1
A711612,2016-07-09,2011-09-10,Neutered Male,48.0,A711612-3,2016-01-16,1700 W Parmer in Austin (TX),Stray,Normal,Dog,Neutered Male,48.0,Beauceron Mix,Black/Tan,175,0,1
A711624,2015-10-29,2013-09-09,Neutered Male,24.0,A711624-1,2015-09-09,5300 Guadalupe in Austin (TX),Public Assist,Normal,Dog,Intact Male,24.0,American Pit Bull Terrier Mix,White/Blue,50,1,1
A711624,2019-11-25,2013-09-09,Neutered Male,72.0,A711624-2,2019-11-25,12400 Old Highway 20 in Travis (TX),Stray,Normal,Dog,Neutered Male,72.0,American Pit Bull Terrier Mix,White/Blue,0,0,1
A711676,2015-09-11,2014-12-11,Intact Male,9.0,A711676-1,2015-09-10,3001 S Congress Ave in Austin (TX),Stray,Normal,Dog,Intact Male,8.0,American Pit Bull Terrier Mix,Black Brindle/White,1,0,1
A711676,2019-09-15,2014-12-11,Neutered Male,48.0,A711676-2,2019-07-08,1127 Delano St in Austin (TX),Stray,Injured,Dog,Intact Male,48.0,American Pit Bull Terrier Mix,Black Brindle/White,69,1,1
A711676,2021-09-05,2014-12-11,Neutered Male,72.0,A711676-3,2021-09-03,Austin (TX),Stray,Normal,Dog,Neutered Male,72.0,American Pit Bull Terrier Mix,Black Brindle/White,2,0,1
A711721,2015-09-12,2014-09-11,Neutered Male,12.0,A711721-1,2015-09-11,1054 Springdale Rd in Austin (TX),Stray,Normal,Cat,Neutered Male,12.0,Domestic Medium Hair Mix,Brown Tabby,1,0,1
A711721,2016-01-11,2014-09-11,Neutered Male,12.0,A711721-2,2015-12-30,1137 Gunter St #251 in Austin (TX),Stray,Normal,Cat,Neutered Male,12.0,Domestic Medium Hair Mix,Brown Tabby,12,0,1
A711739,2015-12-26,2012-09-11,Spayed Female,36.0,A711739-1,2015-09-11,Ih 35 & 51St St in Austin (TX),Stray,Normal,Dog,Intact Female,36.0,Pit Bull Mix,Blue/White,106,1,1
A711751,2015-09-16,2015-04-11,Neutered Male,5.0,A711751-1,2015-09-11,7205 E Meadow Bend in Austin (TX),Stray,Normal,Dog,Intact Male,5.0,Dachshund/Chihuahua Shorthair,Black/White,5,1,1
A711751,2015-12-26,2015-04-11,Neutered Male,8.0,A711751-2,2015-10-24,S Pleasant Valley Rd & Teri Rd in Austin (TX),Stray,Injured,Dog,Neutered Male,6.0,Dachshund/Chihuahua Shorthair,Black/White,63,0,1
A711779,2015-09-18,2014-09-12,Spayed Female,12.0,A711779-1,2015-09-12,Anderson & Lamar in Austin (TX),Stray,Normal,Dog,Intact Female,12.0,Chihuahua Shorthair Mix,White/Black,6,1,1
A711779,2015-09-20,2014-09-12,Spayed Female,12.0,A711779-2,2015-09-19,Outside Jurisdiction,Owner Surrender,Normal,Dog,Spayed Female,12.0,Chihuahua Shorthair Mix,White/Black,1,0,1
A711852,2015-11-13,2015-08-16,Neutered Male,2.0,A711852-1,2015-09-12,Travis (TX),Owner Surrender,Normal,Cat,Intact Male,0.69,Domestic Shorthair Mix,Cream Tabby,62,1,1
A711873,2015-09-14,2014-09-13,Spayed Female,12.0,A711873-1,2015-09-13,810 E Slaughter Ln in Austin (TX),Stray,Normal,Cat,Spayed Female,12.0,Domestic Shorthair Mix,Calico,1,0,1
A711873,2015-10-21,2014-09-13,Spayed Female,12.0,A711873-2,2015-10-20,810 E Slaughter Ln in Austin (TX),Stray,Normal,Cat,Spayed Female,12.0,Domestic Shorthair Mix,Calico,1,0,1
A711894,2015-09-13,2013-09-13,Spayed Female,24.0,A711894-1,2015-09-13,Rutland Dr And Metric Blvd in Austin (TX),Stray,Normal,Dog,Spayed Female,24.0,Labrador Retriever Mix,Black/White,0,0,1
A711894,2015-12-24,2013-09-13,Spayed Female,24.0,A711894-2,2015-12-24,Mearns Meadow Blvd And Rutland Dr in Austin (TX),Stray,Normal,Dog,Spayed Female,24.0,Labrador Retriever Mix,Black/White,0,0,1
A711913,2015-09-19,2015-07-04,Spayed Female,2.0,A711913-1,2015-09-13,Dessau Rd And Eaton Brook Ave in Austin (TX),Stray,Normal,Dog,Intact Female,2.0,German Shepherd Mix,Black/Tan,6,1,1
A711913,2015-09-23,2015-07-04,Spayed Female,2.0,A711913-2,2015-09-20,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2.0,German Shepherd Mix,Black/Tan,3,0,1
A711939,2015-09-15,2014-09-14,Neutered Male,12.0,A711939-1,2015-09-14,2802 Leeds Cove in Austin (TX),Stray,Normal,Dog,Intact Male,12.0,Staffordshire Mix,Black/White,1,1,1
A711939,2019-02-25,2014-09-14,Neutered Male,48.0,A711939-2,2019-02-24,West Gate And Stassney in Austin (TX),Stray,Normal,Dog,Neutered Male,48.0,Staffordshire Mix,Black/White,1,0,1
A711945,2015-09-17,2013-03-14,Intact Male,24.0,A711945-1,2015-09-14,4511 Halliday in Travis (TX),Stray,Normal,Dog,Intact Male,24.0,American Bulldog Mix,Brown Brindle/White,3,0,1
A711945,2018-02-01,2013-03-14,Intact Male,48.0,A711945-2,2017-11-28,Travis (TX),Owner Surrender,Normal,Dog,Intact Male,48.0,American Bulldog Mix,Brown Brindle/White,65,0,1
A711966,2015-09-20,2014-10-20,Spayed Female,11.0,A711966-1,2015-09-14,1006 Larch Ter in Austin (TX),Stray,Normal,Dog,Intact Female,10.0,Blue Lacy Mix,Tan/White,6,1,1
A711966,2015-09-26,2014-10-20,Spayed Female,11.0,A711966-2,2015-09-23,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,11.0,Blue Lacy Mix,Tan/White,3,0,1
A711968,2015-09-20,2014-09-14,Neutered Male,12.0,A711968-1,2015-09-14,126 E Wild Senna Dr in Pflugerville (TX),Stray,Normal,Dog,Intact Male,12.0,Brittany Mix,Brown/White,6,1,1
A712007,2015-09-15,2015-02-15,Spayed Female,6.0,A712007-1,2015-09-15,1905 Willow St in Austin (TX),Stray,Normal,Dog,Spayed Female,6.0,German Shepherd Mix,Sable,0,0,1
A712007,2016-07-02,2015-02-15,Spayed Female,12.0,A712007-2,2016-06-04,Cameron Rd And 290 in Austin (TX),Stray,Normal,Dog,Spayed Female,12.0,German Shepherd Mix,Sable,28,0,1
A712007,2016-10-11,2015-02-15,Spayed Female,12.0,A712007-3,2016-09-16,Travis (TX),Owner Surrender,Normal,Dog,Spayed Female,12.0,German Shepherd Mix,Sable,25,0,1
A712021,2015-10-18,2010-09-15,Neutered Male,60.0,A712021-1,2015-09-15,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,60.0,Labrador Retriever Mix,Black/White,33,0,1
A712025,2015-10-10,2014-09-15,Neutered Male,12.0,A712025-1,2015-09-15,2716 Sweeney in Austin (TX),Public Assist,Sick,Dog,Intact Male,12.0,Labrador Retriever Mix,Black/White,25,1,1
A712025,2015-10-29,2014-09-15,Neutered Male,12.0,A712025-2,2015-10-13,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,12.0,Labrador Retriever Mix,Black/White,16,0,1
A712054,2015-09-16,1997-09-16,Neutered Male,216.0,A712054-1,2015-09-16,4106 N Lamar Blvd in Austin (TX),Stray,Aged,Dog,Neutered Male,216.0,Basset Hound Mix,Tricolor,0,0,1
A712054,2015-09-23,1997-09-16,Neutered Male,216.0,A712054-2,2015-09-23,River Oaks Trl in Austin (TX),Stray,Aged,Dog,Neutered Male,216.0,Basset Hound Mix,Tricolor,0,0,1
A712063,2016-06-14,2014-09-16,Neutered Male,12.0,A712063-1,2015-09-16,12017 Amherst Dr in Austin (TX),Stray,Normal,Dog,Intact Male,12.0,Boxer Mix,Black/White,272,1,1
A712063,2016-07-30,2014-09-16,Neutered Male,12.0,A712063-2,2016-06-22,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,12.0,Boxer Mix,Black/White,38,0,1
A712098,2015-09-24,2012-09-17,Spayed Female,36.0,A712098-1,2015-09-17,Matthew/ Cooper Ln in Austin (TX),Stray,Normal,Dog,Intact Female,36.0,Rat Terrier Mix,White/Tricolor,7,1,1
A712102,2015-09-27,2014-09-17,Spayed Female,12.0,A712102-1,2015-09-17,9315 Northgate Blvd #212 in Austin (TX),Stray,Normal,Dog,Intact Female,12.0,Chihuahua Shorthair Mix,Tan,10,1,1
A712102,2016-11-02,2014-09-17,Spayed Female,24.0,A712102-2,2016-10-29,Travis (TX),Owner Surrender,Normal,Dog,Spayed Female,24.0,Chihuahua Shorthair Mix,Tan,4,0,1
A712130,2015-09-17,2015-03-17,Intact Male,6.0,A712130-1,2015-09-17,3002 Burleson Rd in Austin (TX),Public Assist,Normal,Dog,Intact Male,6.0,Bull Terrier Mix,White,0,0,1
A712205,2015-09-26,2013-09-19,Neutered Male,24.0,A712205-1,2015-09-19,Y Oak Hill in Travis (TX),Stray,Normal,Dog,Neutered Male,24.0,Labrador Retriever Mix,Yellow,7,0,1
